"Q1.0K0.1","Q1.0K0.15","Q1.0K0.2","Q1.0K0.25","Q1.0K0.3","Q1.0K0.4","Q1.0K0.5","Q1.5K0.05","Q1.5K0.1","Q1.5K0.15","Q1.5K0.2","Q1.5K0.25","Q1.5K0.3","Q1.5K0.4","Q1.5K0.5","Q2.0K0.05","Q2.0K0.1","Q2.0K0.15","Q2.0K0.2","Q2.0K0.25","Q2.0K0.3","Q2.0K0.4","Q2.0K0.5","Q2.5K0.05","Q2.5K0.1","Q2.5K0.15","Q2.5K0.2","Q2.5K0.25","Q2.5K0.3","Q2.5K0.4","Q2.5K0.5","Q3.0K0.05","Q3.0K0.1","Q3.0K0.15","Q3.0K0.2","Q3.0K0.25","Q3.0K0.3","Q3.0K0.4","Q3.0K0.5","Q3.5K0.05","Q3.5K0.1","Q3.5K0.15","Q3.5K0.2","Q3.5K0.25","Q3.5K0.3","Q3.5K0.4","Q3.5K0.5","Q4.0K0.05","Q4.0K0.1","Q4.0K0.15","Q4.0K0.2","Q4.0K0.25","Q4.0K0.3","Q4.0K0.4","Q4.0K0.5"
327.111,327.066,327.111,327.01,326.868,326.546,326.406,327.349,326.983,327.017,326.912,326.878,326.833,326.393,326.144,328.108,327.744,327.777,327.671,327.625,327.604,327.122,326.858,329.312,328.982,329.039,328.948,328.837,328.81,328.293,327.946,330.547,330.254,330.268,330.236,330.264,330.052,329.59,329.375,332.206,331.934,331.858,331.778,331.619,331.436,331.226,330.575,333.237,333.335,333.192,332.981,332.743,332.65,332.499,331.83
328.228,328.187,328.228,328.124,327.97,327.659,327.508,328.485,328.102,328.14,328.023,327.994,327.943,327.504,327.236,329.264,328.894,328.926,328.802,328.758,328.729,328.24,327.974,330.505,330.165,330.226,330.124,330.004,329.979,329.452,329.1,331.775,331.478,331.486,331.455,331.47,331.244,330.783,330.553,333.481,333.202,333.128,333.05,332.867,332.671,332.447,331.794,334.55,334.62,334.473,334.272,334.023,333.917,333.743,333.059
329.419,329.372,329.418,329.303,329.143,328.84,328.678,329.675,329.288,329.328,329.209,329.18,329.116,328.683,328.392,330.477,330.113,330.143,330.011,329.959,329.928,329.421,329.162,331.774,331.421,331.48,331.371,331.239,331.22,330.683,330.321,333.072,332.772,332.779,332.747,332.747,332.51,332.033,331.803,334.839,334.549,334.474,334.399,334.188,333.979,333.731,333.086,335.931,335.982,335.823,335.637,335.378,335.257,335.063,334.362
330.711,330.671,330.712,330.591,330.419,330.123,329.949,330.978,330.588,330.632,330.502,330.473,330.401,329.973,329.662,331.8,331.444,331.474,331.336,331.279,331.239,330.711,330.463,333.152,332.783,332.85,332.727,332.587,332.567,332.023,331.649,334.481,334.176,334.184,334.15,334.134,333.893,333.391,333.161,336.314,335.999,335.934,335.859,335.622,335.406,335.135,334.492,337.418,337.454,337.286,337.114,336.843,336.712,336.492,335.772
331.994,331.949,331.99,331.864,331.68,331.389,331.203,332.267,331.873,331.916,331.783,331.746,331.669,331.245,330.915,333.109,332.765,332.79,332.643,332.579,332.535,331.985,331.751,334.518,334.136,334.194,334.075,333.924,333.902,333.347,332.966,335.879,335.572,335.58,335.535,335.508,335.261,334.731,334.504,337.777,337.439,337.383,337.298,337.049,336.822,336.521,335.885,338.894,338.92,338.742,338.591,338.301,338.161,337.919,337.178
333.32,333.277,333.312,333.181,332.994,332.703,332.507,333.599,333.205,333.244,333.108,333.062,332.983,332.565,332.218,334.471,334.124,334.144,333.997,333.929,333.874,333.311,333.084,335.939,335.533,335.586,335.473,335.312,335.284,334.724,334.332,337.331,337.009,337.025,336.969,336.929,336.672,336.133,335.898,339.292,338.92,338.873,338.772,338.525,338.288,337.954,337.317,340.423,340.433,340.247,340.118,339.815,339.663,339.404,338.637
334.59,334.543,334.578,334.436,334.246,333.956,333.744,334.873,334.485,334.518,334.382,334.318,334.24,333.82,333.458,335.774,335.422,335.442,335.294,335.216,335.157,334.577,334.354,337.302,336.874,336.93,336.813,336.646,336.61,336.042,335.636,338.73,338.399,338.412,338.348,338.295,338.027,337.478,337.235,340.755,340.343,340.311,340.197,339.953,339.7,339.33,338.693,341.906,341.902,341.706,341.593,341.29,341.111,340.836,340.04
335.761,335.715,335.746,335.598,335.406,335.116,334.883,336.048,335.664,335.691,335.552,335.477,335.396,334.975,334.601,336.986,336.626,336.649,336.492,336.414,336.34,335.75,335.533,338.573,338.112,338.182,338.066,337.893,337.84,337.262,336.844,340.045,339.697,339.712,339.639,339.574,339.292,338.73,338.48,342.124,341.674,341.653,341.532,341.29,341.024,340.622,339.979,343.304,343.281,343.077,342.972,342.674,342.469,342.172,341.358
336.848,336.794,336.828,336.672,336.474,336.185,335.93,337.134,336.758,336.775,336.633,336.552,336.463,336.036,335.656,338.107,337.738,337.769,337.605,337.523,337.433,336.831,336.624,339.752,339.265,339.345,339.236,339.052,338.982,338.387,337.964,341.272,340.918,340.928,340.841,340.77,340.47,339.896,339.643,343.406,342.922,342.914,342.787,342.546,342.268,341.828,341.179,344.624,344.576,344.364,344.259,343.976,343.745,343.424,342.585
337.912,337.862,337.893,337.73,337.533,337.24,336.965,338.211,337.832,337.848,337.701,337.619,337.523,337.088,336.702,339.219,338.832,338.876,338.704,338.617,338.518,337.901,337.701,340.919,340.404,340.493,340.39,340.201,340.111,339.496,339.066,342.483,342.122,342.135,342.022,341.948,341.638,341.05,340.792,344.674,344.163,344.165,344.035,343.792,343.505,343.034,342.372,345.934,345.864,345.643,345.526,345.265,345.004,344.663,343.793
339.019,338.964,338.994,338.829,338.626,338.33,338.037,339.327,338.944,338.959,338.81,338.724,338.619,338.172,337.788,340.372,339.964,340.023,339.843,339.747,339.642,339.006,338.811,342.122,341.581,341.67,341.581,341.381,341.277,340.637,340.208,343.732,343.363,343.378,343.244,343.162,342.847,342.24,341.981,345.982,345.451,345.458,345.329,345.08,344.776,344.278,343.603,347.284,347.196,346.964,346.838,346.6,346.316,345.951,345.044
340.205,340.15,340.17,340.004,339.798,339.498,339.188,340.521,340.127,340.143,339.995,339.907,339.792,339.328,338.957,341.606,341.173,341.239,341.057,340.953,340.839,340.19,339.996,343.402,342.833,342.922,342.844,342.638,342.522,341.854,341.431,345.067,344.677,344.696,344.542,344.452,344.141,343.51,343.249,347.369,346.814,346.824,346.698,346.439,346.125,345.602,344.911,348.718,348.609,348.366,348.231,348.009,347.716,347.309,346.384
341.425,341.367,341.383,341.212,341.006,340.696,340.375,341.748,341.343,341.358,341.217,341.116,340.998,340.517,340.155,342.869,342.417,342.49,342.309,342.194,342.068,341.407,341.207,344.717,344.129,344.207,344.143,343.929,343.803,343.109,342.691,346.431,346.024,346.047,345.879,345.776,345.47,344.815,344.559,348.787,348.217,348.227,348.105,347.831,347.515,346.952,346.254,350.19,350.058,349.803,349.668,349.455,349.161,348.708,347.763
342.714,342.661,342.665,342.491,342.288,341.966,341.639,343.049,342.625,342.643,342.504,342.395,342.276,341.778,341.424,344.206,343.734,343.814,343.624,343.504,343.363,342.701,342.492,346.104,345.499,345.573,345.509,345.294,345.158,344.44,344.024,347.873,347.443,347.471,347.298,347.182,346.877,346.199,345.942,350.287,349.698,349.697,349.583,349.29,348.986,348.385,347.668,351.742,351.584,351.322,351.182,350.971,350.68,350.177,349.226
344.134,344.079,344.08,343.904,343.697,343.366,343.031,344.479,344.035,344.056,343.922,343.805,343.683,343.16,342.818,345.667,345.184,345.264,345.076,344.939,344.795,344.129,343.904,347.621,347.008,347.072,347.001,346.792,346.653,345.907,345.483,349.442,348.994,349.025,348.85,348.728,348.417,347.713,347.452,351.919,351.322,351.295,351.196,350.876,350.593,349.95,349.225,353.428,353.242,352.975,352.834,352.619,352.334,351.781,350.822
345.533,345.478,345.466,345.286,345.076,344.733,344.399,345.891,345.424,345.452,345.32,345.199,345.073,344.526,344.198,347.11,346.615,346.692,346.504,346.358,346.209,345.543,345.298,349.118,348.497,348.555,348.471,348.267,348.129,347.354,346.918,350.994,350.527,350.56,350.381,350.259,349.937,349.208,348.944,353.538,352.933,352.877,352.784,352.442,352.183,351.503,350.767,355.098,354.881,354.604,354.471,354.239,353.966,353.356,352.401
346.868,346.8,346.79,346.601,346.388,346.031,345.702,347.234,346.759,346.786,346.652,346.525,346.395,345.828,345.511,348.488,347.985,348.048,347.872,347.712,347.56,346.892,346.628,350.553,349.92,349.975,349.879,349.673,349.537,348.744,348.294,352.485,352.001,352.02,351.852,351.722,351.391,350.638,350.386,355.095,354.483,354.393,354.31,353.944,353.705,352.999,352.247,356.706,356.462,356.176,356.049,355.793,355.53,354.875,353.917
348.187,348.115,348.098,347.904,347.693,347.317,346.997,348.566,348.072,348.103,347.967,347.84,347.706,347.119,346.814,349.854,349.336,349.395,349.223,349.056,348.9,348.232,347.953,351.98,351.327,351.382,351.274,351.066,350.935,350.127,349.661,353.968,353.466,353.471,353.31,353.173,352.837,352.057,351.822,356.649,356.025,355.903,355.818,355.443,355.211,354.496,353.726,358.307,358.032,357.736,357.616,357.337,357.085,356.391,355.432
349.495,349.415,349.394,349.193,348.979,348.592,348.284,349.883,349.375,349.404,349.27,349.134,349,348.395,348.102,351.203,350.679,350.727,350.561,350.386,350.229,349.553,349.26,353.397,352.722,352.781,352.657,352.445,352.317,351.502,351.022,355.443,354.927,354.91,354.756,354.607,354.268,353.463,353.253,358.188,357.553,357.411,357.322,356.939,356.701,355.987,355.187,359.897,359.601,359.284,359.177,358.88,358.625,357.913,356.935
350.899,350.816,350.781,350.58,350.362,349.961,349.665,351.294,350.775,350.792,350.658,350.524,350.386,349.764,349.471,352.652,352.107,352.161,351.983,351.811,351.649,350.971,350.667,354.908,354.205,354.274,354.135,353.915,353.785,352.973,352.483,357.014,356.481,356.45,356.295,356.133,355.794,354.972,354.782,359.831,359.181,359.022,358.921,358.541,358.285,357.57,356.74,361.586,361.276,360.928,360.833,360.527,360.26,359.533,358.536
352.281,352.189,352.147,351.95,351.72,351.306,351.023,352.679,352.151,352.157,352.022,351.881,351.736,351.104,350.819,354.076,353.515,353.571,353.379,353.207,353.04,352.361,352.055,356.403,355.668,355.745,355.598,355.36,355.225,354.417,353.925,358.56,358.014,357.969,357.805,357.633,357.285,356.464,356.29,361.454,360.792,360.618,360.507,360.127,359.852,359.129,358.283,363.256,362.941,362.551,362.473,362.162,361.875,361.137,360.122
353.626,353.53,353.48,353.29,353.05,352.614,352.348,354.037,353.486,353.486,353.352,353.21,353.056,352.412,352.141,355.473,354.879,354.952,354.739,354.572,354.395,353.72,353.412,357.866,357.098,357.178,357.026,356.772,356.636,355.829,355.329,360.082,359.512,359.463,359.284,359.106,358.746,357.928,357.757,363.049,362.372,362.184,362.059,361.688,361.397,360.659,359.793,364.902,364.578,364.152,364.08,363.767,363.459,362.708,361.678
355.012,354.916,354.857,354.671,354.42,353.962,353.709,355.437,354.868,354.862,354.73,354.581,354.417,353.763,353.503,356.91,356.296,356.374,356.15,355.977,355.793,355.123,354.803,359.372,358.57,358.651,358.506,358.231,358.092,357.275,356.766,361.643,361.054,361.001,360.811,360.62,360.246,359.44,359.253,364.689,363.998,363.799,363.665,363.295,362.993,362.228,361.344,366.594,366.263,365.804,365.736,365.421,365.097,364.328,363.278
356.467,356.376,356.301,356.119,355.857,355.378,355.137,356.904,356.319,356.31,356.179,356.024,355.848,355.186,354.935,358.418,357.781,357.866,357.626,357.455,357.258,356.595,356.264,360.941,360.113,360.192,360.05,359.772,359.616,358.785,358.262,363.28,362.665,362.612,362.409,362.209,361.822,361.032,360.816,366.402,365.689,365.482,365.335,364.975,364.656,363.862,362.965,368.358,368.013,367.539,367.461,367.151,366.816,366.02,364.946
357.884,357.794,357.706,357.524,357.249,356.76,356.525,358.332,357.736,357.719,357.594,357.43,357.237,356.566,356.326,359.884,359.235,359.315,359.072,358.892,358.685,358.031,357.682,362.471,361.626,361.69,361.561,361.277,361.103,360.254,359.717,364.874,364.245,364.187,363.973,363.767,363.365,362.594,362.343,368.075,367.343,367.132,366.977,366.613,366.283,365.456,364.557,370.087,369.73,369.246,369.156,368.843,368.504,367.679,366.596
359.212,359.133,359.028,358.847,358.558,358.061,357.832,359.673,359.067,359.044,358.919,358.754,358.542,357.875,357.624,361.267,360.604,360.679,360.433,360.244,360.029,359.381,359.018,363.917,363.054,363.11,362.981,362.699,362.51,361.644,361.096,366.384,365.734,365.678,365.456,365.248,364.833,364.074,363.795,369.667,368.914,368.699,368.53,368.161,367.822,366.974,366.072,371.738,371.365,370.875,370.763,370.456,370.11,369.249,368.171
360.683,360.608,360.496,360.308,360.006,359.508,359.272,361.154,360.538,360.509,360.384,360.22,359.988,359.325,359.054,362.783,362.12,362.181,361.938,361.738,361.512,360.873,360.49,365.502,364.628,364.668,364.544,364.259,364.059,363.172,362.622,368.027,367.365,367.307,367.086,366.875,366.446,365.687,365.382,371.394,370.632,370.416,370.236,369.849,369.502,368.633,367.738,373.534,373.148,372.651,372.517,372.214,371.854,370.96,369.894
